DateCollected,BeeWeighedBy,DateBeeWeighed,PolWeighedBy,DatePolWeighed,DateEntered,Site,Habitat,BoxID,NestID,BoxNest_ID,NumCells_Complete,NumCells_Progress,Capped,Collected,Species,Cell_num-New-Old,Cell_num2,Cell_occupant,Life_stage,Sex,BeeMass_mg,PollenMass_mg,Nest notes,Cell_Notes,nBee_check,PollenMass_nCell_check,WrittenNotes from,Notes
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,9,C05-B09,1,1,N,Y,O. lignaria,1,1.01,Pollen,NA,NA,NA,220.3,,,,,,BoxCollections have O lig recorded - what happened to them? Collected for pollen sample. Weighed?
6/30/2021,AF,1/21/2022,NA,NA,,C05,Control,B,11,C05-B11,4,0,Y,N,O. lignaria,1,11.01,Pupae,Pupae,F,52.9,NA,,,,,,Nest: looks like there was once pollen in cell. Removed? Didn't find in pollen samples
6/30/2021,,,,,,C05,Control,B,11,C05-B11,4,0,Y,N,O. lignaria,2,11.02,Pollen,NA,NA,NA,NA,,1/2 ball pollen,,,,Nest: looks like there was once pollen in cell. Removed? Didn't find in pollen samples
6/30/2021,,,,,,C05,Control,B,11,C05-B11,4,0,Y,N,O. lignaria,3,11.03,Pollen,NA,NA,NA,NA,,1/2 ball pollen,,,,Nest: looks like there was once pollen in cell. Removed? Didn't find in pollen samples
6/30/2021,,,,,,C05,Control,B,11,C05-B11,4,0,Y,N,O. lignaria,4,11.04,Pollen,NA,NA,NA,NA,,1/4 ball pollen,,,,Nest: looks like there was once pollen in cell. Removed? Didn't find in pollen samples
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,19,C05-B19,9,0,Y,Y,O. lignaria,1,19.01,Pollen,NA,NA,NA,128.8,"Have 8 pollen samples (1-5, 7-9), but only have weights for 6 samples. No larvae",,,,,Collected for pollen samples. Weighed? Num of larvae?
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,19,C05-B19,9,0,Y,Y,O. lignaria,2,19.02,Pollen,NA,NA,NA,88.4,"Have 8 pollen samples (1-5, 7-9), but only have weights for 6 samples. No larvae",,,,,Collected for pollen samples. Weighed? Num of larvae?
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,19,C05-B19,9,0,Y,Y,O. lignaria,3,19.03,Pollen,NA,NA,NA,142.4,"Have 8 pollen samples (1-5, 7-9), but only have weights for 6 samples. No larvae",,,,,Collected for pollen samples. Weighed? Num of larvae?
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,19,C05-B19,9,0,Y,Y,O. lignaria,4,19.04,Pollen,NA,NA,NA,171.6,"Have 8 pollen samples (1-5, 7-9), but only have weights for 6 samples. No larvae",,,,,Collected for pollen samples. Weighed? Num of larvae?
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,19,C05-B19,9,0,Y,Y,O. lignaria,5,19.05,Pollen,NA,NA,NA,NA,"Have 8 pollen samples (1-5, 7-9), but only have weights for 6 samples. No larvae",,,,,Collected for pollen samples. Weighed? Num of larvae?
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,19,C05-B19,9,0,Y,Y,O. lignaria,6,19.06,Empty,NA,NA,NA,NA,"Have 8 pollen samples (1-5, 7-9), but only have weights for 6 samples. No larvae",,,,,Collected for pollen samples. Weighed? Num of larvae?
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,19,C05-B19,9,0,Y,Y,O. lignaria,7,19.07,Pollen,NA,NA,NA,173.3,"Have 8 pollen samples (1-5, 7-9), but only have weights for 6 samples. No larvae",,,,,Collected for pollen samples. Weighed? Num of larvae?
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,19,C05-B19,9,0,Y,Y,O. lignaria,8,19.08,Pollen,NA,NA,NA,NA,"Have 8 pollen samples (1-5, 7-9), but only have weights for 6 samples. No larvae",,,,,Collected for pollen samples. Weighed? Num of larvae?
6/30/2021,NA,NA,AGF,11/12/2021,,C05,Control,B,19,C05-B19,9,0,Y,Y,O. lignaria,9,19.09,Pollen,NA,NA,NA,NA,"Have 8 pollen samples (1-5, 7-9), but only have weights for 6 samples. No larvae",,,,,Collected for pollen samples. Weighed? Num of larvae?
6/30/2021,AF,8/3/2022,NA,NA,,C05,Control,B,20,C05-B20,3,0,Y,N,O. lignaria,1,20.01,Pupae,Pupae,F,27.5,NA,,,,,,Nest: looks like there was once pollen in cell. Removed? Didn't find in pollen samples
6/30/2021,,,,,,C05,Control,B,20,C05-B20,3,0,Y,N,O. lignaria,2,20.02,Empty,NA,NA,NA,NA,,Didn't see any pollen,,,,Nest: looks like there was once pollen in cell. Removed? Didn't find in pollen samples
6/30/2021,,,,,,C05,Control,B,20,C05-B20,3,0,Y,N,O. lignaria,3,20.03,Empty,NA,NA,NA,NA,,Didn't see any pollen,,,,Nest: looks like there was once pollen in cell. Removed? Didn't find in pollen samples
6/30/2021,AF,8/3/2022,NA,NA,,C05,Control,B,27,C05-B27,1,0,Y,N,O. lignaria,1,27.01,Larvae,Larvae,NA,25.1,NA,Just started spinning cocoon,,,,,
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,1,2.01,Pollen,NA,NA,NA,119.3,,#1 is farthest away from the capped cell,,,,"6 SUPER tiny larvae. Could probably weigh, but I don' know if it would be worth it"
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,2,2.02,Pollen,NA,NA,NA,123.9,,#1 is farthest away from the capped cell,,,,"6 SUPER tiny larvae. Could probably weigh, but I don' know if it would be worth it"
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,3,2.03,Pollen,NA,NA,NA,149.5,,#1 is farthest away from the capped cell,,,,"6 SUPER tiny larvae. Could probably weigh, but I don' know if it would be worth it"
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,4,2.04,Pollen,NA,NA,NA,124.1,,#1 is farthest away from the capped cell,,,,"6 SUPER tiny larvae. Could probably weigh, but I don' know if it would be worth it"
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,5,2.05,Pollen,NA,NA,NA,128.8,,#1 is farthest away from the capped cell,,,,"6 SUPER tiny larvae. Could probably weigh, but I don' know if it would be worth it"
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,6,2.06,Pollen,NA,NA,NA,195.4,,#1 is farthest away from the capped cell,,,,"6 SUPER tiny larvae. Could probably weigh, but I don' know if it would be worth it"
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,7,2.07,Pollen,NA,NA,NA,259.5,,#1 is farthest away from the capped cell,,,,"6 SUPER tiny larvae. Could probably weigh, but I don' know if it would be worth it"
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,8,2.08,Pollen,NA,NA,NA,183.7,,#1 is farthest away from the capped cell,,,,"6 SUPER tiny larvae. Could probably weigh, but I don' know if it would be worth it"
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,1,8.01,Pollen,NA,NA,NA,119.3,#1 is farthest away from the capped cell,,,,,
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,2,8.02,Pollen,NA,NA,NA,123.9,#1 is farthest away from the capped cell,,,,,
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,3,8.03,Pollen,NA,NA,NA,149.5,#1 is farthest away from the capped cell,,,,,
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,4,8.04,Pollen,NA,NA,NA,124.1,#1 is farthest away from the capped cell,,,,,
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,5,8.05,Pollen,NA,NA,NA,128.8,#1 is farthest away from the capped cell,,,,,
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,6,8.06,Pollen,NA,NA,NA,195.4,#1 is farthest away from the capped cell,,,,,
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,7,8.07,Pollen,NA,NA,NA,259.5,#1 is farthest away from the capped cell,,,,,
7/1/2021,NA,NA,AGF,10/15/2021,,C101,Control,B,2,C101-B02,8,0,Y,Y,O. lignaria,8,8.08,Pollen,NA,NA,NA,183.7,#1 is farthest away from the capped cell,,,,,
7/1/2021,AF,12/16/2021,NA,NA,,C101,Control,B,3,C101-B03,1,0,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,"Capped with mud, trace of pollen, empty",,,,,
7/1/2021,AF,1/24/2022,NA,NA,,C101,Control,B,10,C101-B10,1,0,Y,N,O. lignaria,1,10.01,Pollen,Pollen,NA,NA,NA,"One, VERY tiny larvae that was hiding within a pollen ball.",Just called it pollen- neonate larvae that didn't develope,,,,
7/1/2021,AF,1/21/2022,NA,NA,,C101,Control,B,11,C101-B11,0,1,N,N,NA,NA,NA,NA,NA,NA,NA,NA,"Capped, empty",,,,,
7/1/2021,AF,3/2/2022,NA,NA,,C101,Control,B,18,C101-B18,8,0,Y,N,O. lignaria,1,18.01,Pupae,Pupae,M,24.7,NA,24.4,,,,,
7/1/2021,AF,3/2/2022,NA,NA,,C101,Control,B,18,C101-B18,8,0,Y,N,O. lignaria,2,18.02,Pupae,Pupae,M,24.1,NA,23.5,,,,,
7/1/2021,AF,3/2/2022,NA,NA,,C101,Control,B,18,C101-B18,8,0,Y,N,O. lignaria,3,18.03,Pupae,Pupae,F,33.1,NA,36.73333333,,,,,
7/1/2021,AF,2/25/2022,NA,NA,,C101,Control,B,18,C101-B18,8,0,Y,N,O. lignaria,4,18.04,Pupae,Pupae,F,37.3,NA,34.875,,,,,
7/1/2021,AF,2/18/2022,NA,NA,,C101,Control,B,18,C101-B18,8,0,Y,N,O. lignaria,5,18.05,Pupae,Pupae,F,33.4,NA,,,,,,
7/1/2021,AF,2/18/2022,NA,NA,,C101,Control,B,18,C101-B18,8,0,Y,N,O. lignaria,6,18.06,Pupae,Pupae,F,35.7,NA,,,,,,
7/1/2021,AF,2/18/2022,NA,NA,,C101,Control,B,18,C101-B18,8,0,Y,N,O. lignaria,7,18.07,Pupae,Pupae,F,35.83333333,NA,"*Note: forgot to measure a few Females, therefore I dug out most of the Males, weighed the rest, compared it to the weights of the males (collectively) and subtracted the difference from the average male weight - male weight I had and filled in the blanks with the average weight there",,,,,
7/1/2021,AF,2/18/2022,NA,NA,,C101,Control,B,18,C101-B18,8,0,Y,N,O. lignaria,8,18.08,Pupae,Pupae,F,35.83333333,NA,"*Note: forgot to measure a few Females, therefore I dug out most of the Males, weighed the rest, compared it to the weights of the males (collectively) and subtracted the difference from the average male weight - male weight I had and filled in the blanks with the average weight there",,,,,
7/1/2021,NA,NA,AGF,10/29/2023,,C101,Control,B,19,C101-B19,5,0,Y,Y,O. lignaria,1,19.01,Larvae,Larvae,NA,NA,70.9,,,,,,Feeding was initiated before larvae was removed
7/1/2021,NA,NA,AGF,11/2/2023,,C101,Control,B,19,C101-B19,5,0,Y,Y,O. lignaria,2,19.02,Larvae,Larvae,NA,NA,171.7,,has some dirt/bee poop,,,,Feeding was initiated before larvae was removed
7/1/2021,NA,NA,AGF,10/29/2023,,C101,Control,B,19,C101-B19,5,0,Y,Y,O. lignaria,3,19.03,Larvae,Larvae,NA,NA,98.8,,,,,,Feeding was initiated before larvae was removed
7/1/2021,NA,NA,AGF,10/29/2023,,C101,Control,B,19,C101-B19,5,0,Y,Y,O. lignaria,4,19.04,Larvae,Larvae,NA,NA,75.8,,,,,,Feeding was initiated before larvae was removed
7/1/2021,NA,NA,AGF,10/29/2023,,C101,Control,B,19,C101-B19,5,0,Y,Y,O. lignaria,5,19.05,Larvae,Larvae,NA,NA,42.1,,,,,,Feeding was initiated before larvae was removed
7/1/2021,AF,8/30/2022,NA,NA,,C101,Control,B,22,C101-B22,3,0,Y,N,O. lignaria,1,22.01,Larvae,Larvae,NA,5.4,NA,,"Had spun cocoon, but was not developed (in fact it exploded when opened)",,,,
7/1/2021,,,,,,C101,Control,B,22,C101-B22,3,0,Y,N,O. lignaria,2,22.02,Pollen,NA,NA,NA,NA,,Looks like half eaten pollen ball,,,,
7/1/2021,,,,,,C101,Control,B,22,C101-B22,3,0,Y,N,O. lignaria,3,22.03,Pollen,NA,NA,NA,NA,,Looks like half eaten pollen ball,,,,
7/1/2021,AF,8/2/2022,NA,NA,,C101,Control,B,26,C101-B26,6,0,Y,N,O. lignaria,1,26.01,Larvae,Larvae,NA,26.3,NA,,"Had spun cocoon, but was not developed yet",,,,
7/1/2021,AF,8/2/2022,NA,NA,,C101,Control,B,26,C101-B26,6,0,Y,N,O. lignaria,2,26.02,Pupae,Pupae,M,20.7,NA,,,,,,
7/1/2021,AF,8/2/2022,NA,NA,,C101,Control,B,26,C101-B26,6,0,Y,N,O. lignaria,3,26.03,Pupae,Pupae,F,34.2,NA,,,,,,
7/1/2021,AF,8/2/2022,NA,NA,,C101,Control,B,26,C101-B26,6,0,Y,N,O. lignaria,4,26.04,Pupae,Pupae,F,29.6,NA,,,,,,
7/1/2021,AF,8/2/2022,NA,NA,,C101,Control,B,26,C101-B26,6,0,Y,N,O. lignaria,5,26.05,Pupae,Pupae,F,33.3,NA,,,,,,
7/1/2021,,,,,,C101,Control,B,26,C101-B26,6,0,Y,N,O. lignaria,6,26.06,Empty,NA,NA,NA,NA,,,,,,
6/28/2021,AF,1/12/2022,NA,NA,,C104,Control,A,5,C104-A05,2,0,Y,N,O. lignaria,1,5.01,Pollen,NA,NA,NA,NA,may have been parasites - no bee,half eaten pollen ball,,,,"Parasites? Also, changed site name from PC10 to C104"
6/28/2021,,,,,,C104,Control,A,5,C104-A05,2,0,Y,N,O. lignaria,2,5.02,Pollen,NA,NA,NA,NA,cocoon remnants in straw,trace of pollen. Changed from Pupae to Pollen,,,,"Parasites? Also, changed site name from PC10 to C104"
6/28/2021,AF,1/18/2022,NA,NA,,C104,Control,A,9,C104-A09,8,0,Y,N,T. stansburyi,1,9.01,Larvae,Larvae,NA,NA,NA,,4/5/23 - Changed from Beetle? To Beetle. Identified as T. stansburyi,,,,Changed site name from PC10 to C104
6/28/2021,AF,1/18/2022,NA,NA,,C104,Control,A,9,C104-A09,8,0,Y,N,T. stansburyi,2,9.02,Larvae,Larvae,NA,NA,NA,,4/5/23 - Changed from Beetle? To Beetle. Identified as T. stansburyi,,,,Changed site name from PC10 to C104
6/28/2021,AF,1/18/2022,NA,NA,,C104,Control,A,9,C104-A09,8,0,Y,N,O. lignaria,3,9.03,Pupae,Pupae,M,25.3,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,1/18/2022,NA,NA,,C104,Control,A,9,C104-A09,8,0,Y,N,T. stansburyi,4,9.04,Larvae,Larvae,NA,NA,NA,,4/5/23 - Changed from Beetle? To Beetle. Identified as T. stansburyi,,,,Changed site name from PC10 to C104
6/28/2021,AF,1/18/2022,NA,NA,,C104,Control,A,9,C104-A09,8,0,Y,N,T. stansburyi,5,9.05,Larvae,Larvae,NA,NA,NA,,4/5/23 - Changed from Beetle? To Beetle. Identified as T. stansburyi,,,,Changed site name from PC10 to C104
6/28/2021,,,,,,C104,Control,A,9,C104-A09,8,0,Y,N,O. lignaria,6,9.06,Pollen,NA,NA,NA,NA,,half eaten pollen ball,,,,Changed site name from PC10 to C104
6/28/2021,,,,,,C104,Control,A,9,C104-A09,8,0,Y,N,O. lignaria,7,9.07,Pollen,NA,NA,NA,NA,,half eaten pollen ball,,,,Changed site name from PC10 to C104
6/28/2021,,,,,,C104,Control,A,9,C104-A09,8,0,Y,N,O. lignaria,8,9.08,Pupae,Pupae,M,11.8,NA,,was in cocoon. Think AF must have missed,,,,Changed site name from PC10 to C104
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,10,C104-A10,9,0,Y,Y,O. lignaria,1,1-Oct,Larvae,Larvae,NA,NA,18.8,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,10,C104-A10,9,1,Y,Y,O. lignaria,2,2-Oct,Larvae,Larvae,NA,NA,48.2,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,10,C104-A10,9,1,Y,Y,O. lignaria,3,3-Oct,Larvae,Larvae,NA,NA,52.5,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,10,C104-A10,9,1,Y,Y,O. lignaria,4,4-Oct,Larvae,Larvae,NA,NA,55,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,10,C104-A10,9,1,Y,Y,O. lignaria,5,5-Oct,Larvae,Larvae,NA,NA,55,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,10,C104-A10,9,1,Y,Y,O. lignaria,6,6-Oct,Larvae,Larvae,NA,NA,56.1,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,10,C104-A10,9,1,Y,Y,O. lignaria,7,7-Oct,Larvae,Larvae,NA,NA,73.7,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,10,C104-A10,9,1,Y,Y,O. lignaria,8,8-Oct,Larvae,Larvae,NA,NA,75.4,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,10,C104-A10,9,1,Y,Y,O. lignaria,9,9-Oct,Pollen,NA,NA,NA,111.5,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,11,C104-A11,0,1,N,Y,O. lignaria,0,11,Pollen,NA,NA,NA,29.2,Practice,,,,,
6/28/2021,AF,1/24/2022,NA,NA,,C104,Control,A,12,C104-A12,3,0,N,N,O. lignaria,1,12.01,Pupae,Pupae,M,16.6,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,1/24/2022,NA,NA,,C104,Control,A,12,C104-A12,3,0,N,N,T. stansburyi,2,12.02,Larvae,Larvae,NA,NA,NA,,4/5/23 - Changed from Beetle? To Beetle. Identified as T. stansburyi,,,,Changed site name from PC10 to C104
6/28/2021,,,,,,C104,Control,A,12,C104-A12,3,0,N,N,O. lignaria,3,12.03,Empty,NA,NA,NA,NA,,Evidence of pollen. Collected?,,,,Changed site name from PC10 to C104
6/28/2021,AF,2/8/2022,NA,NA,,C104,Control,A,13,C104-A13,4,0,Y,N,O. lignaria,1,13.01,Pupae,Pupae,M,17.8,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,2/8/2022,NA,NA,,C104,Control,A,13,C104-A13,4,0,Y,N,O. lignaria,2,13.02,Pupae,Pupae,F,27,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,2/8/2022,NA,NA,,C104,Control,A,13,C104-A13,4,0,Y,N,O. lignaria,3,13.03,Pupae,Pupae,M,19.5,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,,,,,,C104,Control,A,13,C104-A13,4,0,Y,N,O. lignaria,4,13.04,Pollen,NA,NA,NA,NA,,half eaten pollen ball,,,,Changed site name from PC10 to C104
6/28/2021,AF,2/9/2022,NA,NA,,C104,Control,A,14,C104-A14,0,1,N,N,O. lignaria,1,14.01,Monodontomerus spp.,Larvae,NA,NA,NA,"Box collections: Some mud and pollen, probably no egg. Parasites?","Looks like 2 VERY small larvae, poop chafe, and tiny bit of pollen. Parasitized? There are tons of tiny larve in envelope. Probably Monodont larvae. Changed from ""Parasites"" to Monodontomerus spp. Deleted mass (35)",,,,"Parasites? Also, changed site name from PC10 to C104. Don't know how an O.lig larvae was able to pupate an incomplete cell, but because it was parasitized, we should keep it"
6/28/2021,AF,2/18/2022,NA,NA,,C104,Control,A,17,C104-A17,3,0,Y,N,O. lignaria,1,17.01,Pupae,Pupae,F,50.3,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,,,,,,C104,Control,A,17,C104-A17,3,0,Y,N,O. lignaria,2,17.02,Empty,NA,NA,NA,NA,,Nest: evidence of pollen. Collected?,,,,Changed site name from PC10 to C104
6/28/2021,,,,,,C104,Control,A,17,C104-A17,3,0,Y,N,O. lignaria,3,17.03,Pollen,NA,NA,NA,NA,,half pollen ball,,,,Changed site name from PC10 to C104
6/28/2021,AF,8/1/2022,NA,NA,,C104,Control,A,25,C104-A25,2,0,Y,N,O. lignaria,1,25.01,Pupae,Pupae,M,1,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,8/1/2022,NA,NA,,C104,Control,A,25,C104-A25,2,0,Y,N,O. lignaria,2,25.02,Pupae,Pupae,M,25.1,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,9/15/2022,NA,NA,,C104,Control,A,26,C104-A26,2,0,Y,N,O. lignaria,1,26.01,Monodontomerus spp.,Larvae,NA,NA,NA,,"presence of tiny larvae. Probably Monodont larvae. Changed from ""Parasites"" to Monodontomerus spp.",,,,"Parasites? Also, changed site name from PC10 to C104"
6/28/2021,AF,9/15/2022,NA,NA,,C104,Control,A,26,C104-A26,2,0,Y,N,T. stansburyi,2,26.02,Larvae,Larvae,NA,NA,NA,,4/5/23 - Changed from Beetle? To Beetle. Identified as T. stansburyi,,,,"Parasites? Also, changed site name from PC10 to C104"
6/28/2021,AF,8/3/2022,NA,NA,,C104,Control,A,27,C104-A27,1,0,Y,N,O. lignaria,1,27.01,Monodontomerus spp.,Larvae,NA,NA,NA,,"presence of tiny larvae. Probably Monodont larvae. Changed from ""Parasites"" to Monodontomerus spp.",,,,"Parasites? Also, changed site name from PC10 to C104"
6/28/2021,AF,8/2/2022,NA,NA,,C104,Control,A,28,C104-A28,7,0,Y,N,O. lignaria,1,28.01,Pupae,Pupae,M,26.4,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,8/2/2022,NA,NA,,C104,Control,A,28,C104-A28,7,0,Y,N,O. lignaria,2,28.02,Pupae,Pupae,M,20.2,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,8/2/2022,NA,NA,,C104,Control,A,28,C104-A28,7,0,Y,N,O. lignaria,3,28.03,Pupae,Pupae,M,23,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,8/2/2022,NA,NA,,C104,Control,A,28,C104-A28,7,0,Y,N,O. lignaria,4,28.04,Pupae,Pupae,F,45,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,8/3/2022,NA,NA,,C104,Control,A,28,C104-A28,7,0,Y,N,O. lignaria,5,28.05,Pupae,Pupae,F,43.8,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,8/3/2022,NA,NA,,C104,Control,A,28,C104-A28,7,0,Y,N,O. lignaria,6,28.06,Pupae,Pupae,F,43.7,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,,,,,,C104,Control,A,28,C104-A28,7,0,Y,N,O. lignaria,7,28.07,Empty,NA,NA,NA,NA,,,,,,Changed site name from PC10 to C104
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,29,C104-A29,7,0,Y,Y,O. lignaria,1,29.01,Larvae,Larvae,NA,NA,85,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,29,C104-A29,7,0,Y,Y,O. lignaria,2,29.02,Larvae,Larvae,NA,NA,68.7,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,29,C104-A29,7,0,Y,Y,O. lignaria,3,29.03,Larvae,Larvae,NA,NA,37.3,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,29,C104-A29,7,0,Y,Y,O. lignaria,4,29.04,Larvae,Larvae,NA,NA,103.3,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,29,C104-A29,7,0,Y,Y,O. lignaria,5,29.05,Larvae,Larvae,NA,NA,33.5,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,29,C104-A29,7,0,Y,Y,O. lignaria,6,29.06,Larvae,Larvae,NA,NA,90.3,,,,,,
11/12/2021,AGF,NA,AGF,11/12/2021,,C104,Control,A,29,C104-A29,7,0,Y,Y,O. lignaria,7,29.07,Pollen,NA,NA,NA,111.3,,,,,,
6/28/2021,AF,9/13/2022,NA,NA,,C104,Control,A,30,C104-A30,7,0,Y,N,O. lignaria,1,30.01,Pupae,Pupae,M,18.6,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,1/25/2022,NA,NA,,C104,Control,A,30,C104-A30,7,0,Y,N,T. stansburyi,2,30.02,Larvae,Larvae,NA,NA,NA,,4/5/23 - Changed from Beetle? To Beetle. Identified as T. stansburyi,,,,Changed site name from PC10 to C104
6/28/2021,AF,9/13/2022,NA,NA,,C104,Control,A,30,C104-A30,7,0,Y,N,O. lignaria,3,30.03,Pupae,Pupae,F,41.4,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,9/13/2022,NA,NA,,C104,Control,A,30,C104-A30,7,0,Y,N,O. lignaria,4,30.04,Pupae,Pupae,F,41,NA,,,,,,Changed site name from PC10 to C104
6/28/2021,AF,9/13/2022,NA,NA,,C104,Control,A,30,C104-A30,7,0,Y,N,O. lignaria,5,30.05,Pupae,Pupae,F,51.4,NA,,,,,,Changed site name from PC10 to C104
6/30/2021,AF,9/15/2022,NA,NA,,C104,Control,A,30,C104-A30,7,0,Y,N,O. lignaria,6,30.06,Pupae,Pupae,F,43,NA,,,,,,Changed site name from PC10 to C104
6/30/2021,,,,,,C104,Control,A,30,C104-A30,7,0,Y,N,O. lignaria,7,30.07,Empty,NA,NA,NA,NA,,Nest: evidence of pollen ball. Collected?,,,,Changed site name from PC10 to C104
6/29/2021,NA,NA,AGF,10/22/2023,,C105,Control,A,5,C105-A05,4,0,Y,Y,O. lignaria,1,5.01,Larvae,Larvae,NA,NA,106.1,No straw in development,#1 is farthest away from the capped cell,,,,"Yes. Maybe there are 4 larvae (hard to tell after dried), but it looks like only 2 might be worth counting."
6/29/2021,NA,NA,AGF,10/22/2023,,C105,Control,A,5,C105-A05,4,0,Y,Y,O. lignaria,2,5.02,Larvae,Larvae,NA,NA,235.3,No straw in development,#1 is farthest away from the capped cell,,,,"Yes. Maybe there are 4 larvae (hard to tell after dried), but it looks like only 2 might be worth counting."
6/29/2021,NA,NA,AGF,10/22/2023,,C105,Control,A,5,C105-A05,4,0,Y,Y,O. lignaria,3,5.03,Larvae,Larvae,NA,NA,165.7,No straw in development,#1 is farthest away from the capped cell,,,,"Yes. Maybe there are 4 larvae (hard to tell after dried), but it looks like only 2 might be worth counting."
6/29/2021,NA,NA,AGF,10/22/2023,,C105,Control,A,5,C105-A05,4,0,Y,Y,O. lignaria,4,5.04,Larvae,Larvae,NA,NA,128.8,No straw in development,#1 is farthest away from the capped cell,,,,"Yes. Maybe there are 4 larvae (hard to tell after dried), but it looks like only 2 might be worth counting."
6/29/2021,AF,1/18/2022,NA,NA,,C105,Control,A,9,C105-A09,6,0,N,N,O. lignaria,1,9.01,Pupae,Pupae,F,32.6,NA,Nest: counted 6 cells with pollen stains between mud wall remnants.,,,,,
6/29/2021,AF,1/18/2022,NA,NA,,C105,Control,A,9,C105-A09,6,0,N,N,O. lignaria,2,9.02,Pupae,Pupae,F,33.8,NA,Nest: counted 6 cells with pollen stains between mud wall remnants.,,,,,
