DateCollected,BeeWeighedBy,DateBeeWeighed,PolWeighedBy,DatePolWeighed,DateEntered,Site,Habitat,BoxID,NestID,BoxNest_ID,NumCells_Complete,NumCells_Progress,Capped,Collected,Species,Cell_num-New-Old,Cell_num2,Cell_occupant,Life_stage,Sex,BeeMass_mg,PollenMass_mg,Nest notes,Cell_Notes,nBee_check,PollenMass_nCell_check,WrittenNotes from,Notes
6/30/2021,AF,1/6/2022,NA,NA,,H05,Burned,B,4,H05-B04,12,0,Y,N,Unk,4,4.04,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H05,Burned,B,4,H05-B04,12,0,Y,N,Unk,5,4.05,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H05,Burned,B,4,H05-B04,12,0,Y,N,Unk,6,4.06,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H05,Burned,B,4,H05-B04,12,0,Y,N,Unk,7,4.07,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H05,Burned,B,4,H05-B04,12,0,Y,N,Unk,8,4.08,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H05,Burned,B,4,H05-B04,12,0,Y,N,Unk,9,4.09,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H05,Burned,B,4,H05-B04,12,0,Y,N,Unk,10,4.1,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H05,Burned,B,4,H05-B04,12,0,Y,N,Unk,11,4.11,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H05,Burned,B,4,H05-B04,12,0,Y,N,Unk,12,4.12,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,8/1/2022,NA,NA,,H05,Burned,B,19,H05-B19,6,1,N,N,Unk,1,19.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,8/2/2022,NA,NA,,H05,Burned,B,19,H05-B19,6,1,N,N,Unk,2,19.02,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,8/3/2022,NA,NA,,H05,Burned,B,19,H05-B19,6,1,N,N,Unk,3,19.03,Larvae,Larvae,NA,NA,NA,Parasites. Halictid?,,,,,
6/30/2021,AF,8/2/2022,NA,NA,,H05,Burned,B,19,H05-B19,6,1,N,N,Unk,4,19.04,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,8/3/2022,NA,NA,,H05,Burned,B,19,H05-B19,6,1,N,N,Unk,5,19.05,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,8/3/2022,NA,NA,,H05,Burned,B,19,H05-B19,6,1,N,N,Unk,6,19.06,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,8/3/2022,NA,NA,,H05,Burned,B,28,H05-B28,8,0,N,N,O. lignaria,1,28.01,Pupae,Pupae,NA,11.1,NA,couldn't see sex - looks yellowish... not developed yet?,,,,,
6/30/2021,AF,8/3/2022,NA,NA,,H05,Burned,B,28,H05-B28,8,0,N,N,O. lignaria,2,28.02,Pupae,Pupae,F,33.8,NA,,,,,,
6/30/2021,AF,8/3/2022,NA,NA,,H05,Burned,B,28,H05-B28,8,0,N,N,O. lignaria,3,28.03,Pupae,Pupae,F,41.1,NA,,,,,,
6/30/2021,AF,9/13/2022,NA,NA,,H05,Burned,B,28,H05-B28,8,0,N,N,O. lignaria,4,28.04,Pupae,Pupae,F,24.1,NA,,,,,,
6/30/2021,,,,,,H05,Burned,B,28,H05-B28,8,0,N,N,O. lignaria,5,28.05,Empty,NA,NA,NA,NA,,,,,,
6/30/2021,,,,,,H05,Burned,B,28,H05-B28,8,0,N,N,O. lignaria,6,28.06,Empty,NA,NA,NA,NA,,,,,,
6/30/2021,,,,,,H05,Burned,B,28,H05-B28,8,0,N,N,O. lignaria,7,28.07,Empty,NA,NA,NA,NA,,,,,,
6/30/2021,,,,,,H05,Burned,B,28,H05-B28,8,0,N,N,O. lignaria,8,28.08,Empty,NA,NA,NA,NA,,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,1,1.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,2,1.02,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,3,1.03,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,4,1.04,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,5,1.05,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,6,1.06,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,7,1.07,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,8,1.08,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,9,1.09,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,10,1.1,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,11,1.11,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,12,1.12,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,13,1.13,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,14,1.14,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,JMD,10/14/2021,NA,NA,,H06,Burned,A,1,H06-A01,14,0,y,N,Unk,15,1.15,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,12/9/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,1,2.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,12/9/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,2,2.02,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,12/9/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,3,2.03,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,12/14/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,4,2.04,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,12/14/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,5,2.05,,,,,NA,Parasites? Halictid?,,,,,
6/30/2021,AF,12/16/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,6,2.06,,,,,NA,Halictid?,,,,,
6/30/2021,AF,12/16/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,7,2.07,,,,,NA,Halictid?,,,,,
6/30/2021,AF,12/16/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,8,2.08,,,,,NA,Halictid?,,,,,
6/30/2021,AF,12/16/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,9,2.09,,,,,NA,Halictid?,,,,,
6/30/2021,AF,12/16/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,10,2.1,,,,,NA,Halictid?,,,,,
6/30/2021,AF,12/16/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,11,2.11,,,,,NA,Halictid?,,,,,
6/30/2021,AF,12/16/2021,NA,NA,,H06,Burned,A,2,H06-A02,13,0,Y,N,Unk,12,2.12,,,,,NA,Halictid?,,,,,
6/30/2021,AF,12/16/2021,NA,NA,,H06,Burned,A,3,H06-A03,2,0,N,N,Unk,1,3.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/4/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,1,4.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/4/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,2,4.02,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/4/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,3,4.03,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,4,4.04,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,5,4.05,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,6,4.06,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,7,4.07,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,8,4.08,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,9,4.09,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,10,4.1,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/6/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,11,4.11,Pupae,Pupae,NA,NA,NA,collected. Halictid?,,,,,
6/30/2021,AF,1/7/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,12,4.12,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/7/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,13,4.13,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/7/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,14,4.14,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/7/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,15,4.15,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/7/2022,NA,NA,,H06,Burned,A,4,H06-A04,16,0,Y,N,Unk,16,4.16,Pupae,Pupae,NA,NA,NA,not like the others (not a bee/halictid?),,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,1,5.01,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,2,5.02,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,3,5.03,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,4,5.04,?,?,,,NA,Parasites? Halictid?,,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,5,5.05,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,6,5.06,Larvae,Larvae,NA,NA,NA,"All in same cocoon ""cluster""/cell. Halictid?",,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,7,5.07,Larvae,Larvae,NA,NA,NA,"All in same cocoon ""cluster""/cell. Halictid?",,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,8,5.08,Larvae,Larvae,NA,NA,NA,"All in same cocoon ""cluster""/cell. Halictid?",,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,9,5.09,?,?,,,NA,Halictid?,,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,10,5.1,?,?,,,NA,Halictid?,,,,,
6/30/2021,AF,1/12/2022,NA,NA,,H06,Burned,A,5,H06-A05,11,0,Y?,N,Unk,11,5.11,?,?,,,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,7,H06-A07,10,0,Y,N,Unk,1,7.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,7,H06-A07,10,0,Y,N,Unk,1,7.01,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,7,H06-A07,10,0,Y,N,Unk,2,7.02,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,8,H06-A08,13,0,Y,N,Unk,2,8.02,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,8,H06-A08,13,0,Y,N,Unk,3,8.03,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,8,H06-A08,13,0,Y,N,Unk,4,8.04,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,8,H06-A08,13,0,Y,N,Unk,5,8.05,Larvae,Larvae,NA,NA,NA,two larvae in one cocoon. Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,8,H06-A08,13,0,Y,N,Unk,6,8.06,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,8,H06-A08,13,0,Y,N,Unk,7,8.07,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,8,H06-A08,13,0,Y,N,Unk,8,8.08,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/18/2022,NA,NA,,H06,Burned,A,8,H06-A08,13,0,Y,N,Unk,9,8.09,?,?,,,NA,Parasites? Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,1,9.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,2,9.02,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,3,9.03,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,8/2/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,4,9.04,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,8/2/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,5,9.05,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,6,9.06,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,7,9.07,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,8,9.08,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,9,9.09,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,10,9.1,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,11,9.11,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,12,9.12,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,9,H06-A09,8,0,Y,N,Unk,13,9.13,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/21/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,1,10.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/21/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,2,10.02,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,3,10.03,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,4,10.04,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/20/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,5,10.05,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/21/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,6,10.06,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/21/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,7,10.07,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/21/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,8,10.08,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/21/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,9,10.09,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/21/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,10,10.1,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/21/2022,NA,NA,,H06,Burned,A,10,H06-A10,7,0,Y,N,Unk,11,10.11,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/25/2022,NA,NA,,H06,Burned,A,12,H06-A12,7,1,Y,N,Unk,1,12.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,1/25/2022,NA,NA,,H06,Burned,A,12,H06-A12,7,1,Y,N,Unk,2,12.02,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/8/2022,NA,NA,,H06,Burned,A,13,H06-A13,1,0,Y,N,Unk,1,13.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/8/2022,NA,NA,,H06,Burned,A,13,H06-A13,1,0,Y,N,Unk,2,13.02,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/9/2022,NA,NA,,H06,Burned,A,13,H06-A13,1,0,Y,N,Unk,3,13.03,?,?,,,NA,Parasites? Halictid?,,,,,
6/30/2021,AF,2/9/2022,NA,NA,,H06,Burned,A,13,H06-A13,1,0,Y,N,Unk,4,13.04,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/9/2022,NA,NA,,H06,Burned,A,13,H06-A13,1,0,Y,N,Unk,5,13.05,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/9/2022,NA,NA,,H06,Burned,A,13,H06-A13,1,0,Y,N,Unk,6,13.06,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/10/2022,NA,NA,,H06,Burned,A,15,H06-A15,15,0,Y,N,Unk,1,15.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,15,H06-A15,15,0,Y,N,Unk,2,15.02,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,15,H06-A15,15,0,Y,N,Unk,3,15.03,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,15,H06-A15,15,0,Y,N,Unk,4,15.04,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,1,16.01,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,2,16.02,?,?,,,NA,Parasites? Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,3,16.03,?,?,,,NA,Parasites? Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,4,16.04,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,5,16.05,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,6,16.06,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,7,16.07,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,8,16.08,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,9,16.09,Larvae,Larvae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,10,16.1,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,11,16.11,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,12,16.12,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,13,16.13,Pupae,Pupae,NA,NA,NA,Halictid?,,,,,
6/30/2021,AF,2/18/2022,NA,NA,,H06,Burned,A,16,H06-A16,11,0,Y,N,Unk,14,16.14,Pupae,Pupae,NA,NA,NA,collected. Halictid?,,,,,
6/30/2021,NA,NA,AGF,10/26/2023,,H06,Burned,A,17,H06-A17,3,1,N,Y,O. lignaria ,1,17.01,Pollen,NA,NA,NA,148.8,,,,,,
6/30/2021,NA,NA,AGF,10/26/2023,,H06,Burned,A,17,H06-A17,3,1,N,Y,O. lignaria ,2,17.02,Pollen,NA,NA,NA,125.3,,,,,,
6/30/2021,NA,NA,AGF,10/26/2023,,H06,Burned,A,17,H06-A17,3,1,N,Y,O. lignaria ,3,17.03,Larvae,Larvae,NA,NA,103,,,,,,
6/30/2021,AF,2/25/2022,NA,NA,,H06,Burned,A,18,H06-A18,9,0,Y,N,O. lignaria,1,18.01,Pupae,Pupae,M,30.2,NA,O. lignaria? changed from Osmia --> O. lignaria based on muddy habitat type,,,,,
6/30/2021,AF,2/25/2022,NA,NA,,H06,Burned,A,18,H06-A18,9,0,Y,N,O. lignaria,2,18.02,Pupae,Pupae,F,49.4,NA,O. lignaria? changed from Osmia --> O. lignaria based on muddy habitat type,,,,,
6/30/2021,AF,2/25/2022,NA,NA,,H06,Burned,A,18,H06-A18,9,0,Y,N,O. lignaria,3,18.03,Pupae,Pupae,F,43.1,NA,O. lignaria? changed from Osmia --> O. lignaria based on muddy habitat type,,,,,
6/30/2021,AF,2/25/2022,NA,NA,,H06,Burned,A,18,H06-A18,9,0,Y,N,O. lignaria,4,18.04,Pupae,Pupae,F,42.5,NA,O. lignaria? changed from Osmia --> O. lignaria based on muddy habitat type,,,,,
6/30/2021,AF,2/25/2022,NA,NA,,H06,Burned,A,18,H06-A18,9,0,Y,N,O. lignaria,5,18.05,Pupae,Pupae,F,53.6,NA,O. lignaria? changed from Osmia --> O. lignaria based on muddy habitat type,,,,,
6/30/2021,AF,2/25/2022,NA,NA,,H06,Burned,A,18,H06-A18,9,0,Y,N,T. stansburyi,6,18.06,Larvae,Larvae,NA,NA,NA,,,,,,
6/30/2021,AF,2/25/2022,NA,NA,,H06,Burned,A,18,H06-A18,9,0,Y,N,O. lignaria,7,18.07,Pupae,Pupae,F,51.7,NA,O. lignaria? changed from Osmia --> O. lignaria based on muddy habitat type,,,,,
6/30/2021,AF,2/25/2022,NA,NA,,H06,Burned,A,18,H06-A18,9,0,Y,N,T. stansburyi,8,18.08,Larvae,Larvae,NA,NA,NA,,,,,,
6/30/2021,AF,3/1/2022,NA,NA,,H06,Burned,A,18,H06-A18,9,0,Y,N,O. lignaria,9,18.09,Pupae,Pupae,F,46,NA,O. lignaria? changed from Osmia --> O. lignaria based on muddy habitat type,,,,,
6/30/2021,AF,8/1/2022,NA,NA,,H06,Burned,A,19,H06-A19,9,0,Y,N,O. lignaria,1,19.01,Pupae,Pupae,M,20.8,NA,O. lignaria? changed from Osmia --> O. lignaria based on muddy habitat type,,,,,
