Date,Site,Habitat,Recorder,LineDistance,Code,Family,Genus,Species,Species2,NumBlooms,NumStems,PollenCollected (Y/N),Notes
6/8/2021,C05,Control,JMD,90-92,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,41,21,N,
6/8/2021,C05,Control,JMD,92-95.7,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,32,17,N,
6/8/2021,C05,Control,JMD,92-95.7,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,34,15,N,
6/8/2021,C05,Control,JMD,95.7-98.5,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,29,13,N,Tree data collected in 2020
6/8/2021,C05,Control,JMD,87-90,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,7,7,Y,
6/8/2021,C05,Control,JMD,35.7,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,20,6,Y,
6/8/2021,C05,Control,JMD,90-92,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,11,6,N,
6/8/2021,C05,Control,JMD,95.7-98.5,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,19,6,N,
6/8/2021,C05,Control,JMD,90-92,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,10,4,N,
6/8/2021,C05,Control,JMD,38.9,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,4,2,Y,
6/8/2021,C05,Control,JMD,17.2,ARUV,ERICACEAE,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,3,1,Y,bearberry
6/8/2021,C05,Control,JMD,25.4,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,3,2,Y,"yellow flowers, parsley leaves, collected from H05/H06. Changed from LOMAT? To LOMAT"
6/8/2021,C05,Control,JMD,40,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,2,Y,Changed from LOMAT? To LOMAT
6/3/2021,C101,Control,JMD,54.11,CARO2,CAMPANULACEAE,Campanula,rotundifolia,Campanula rotundifolia,6,4,Y,Changed from CAPA3 to CARO2
6/3/2021,C101,Control,JMD,55.2,CARO2,CAMPANULACEAE,Campanula,rotundifolia,Campanula rotundifolia,7,1,Y,Changed from CAPA3 to CARO2
6/3/2021,C101,Control,JMD,55.4,CARO2,CAMPANULACEAE,Campanula,rotundifolia,Campanula rotundifolia,3,1,Y,Changed from CAPA3 to CARO2
6/3/2021,C101,Control,JMD,78.11,CARO2,CAMPANULACEAE,Campanula,rotundifolia,Campanula rotundifolia,7,1,Y,Changed from CAPA3 to CARO2
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,2,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,2,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,2,1,N,
6/3/2021,C101,Control,JMD,51-53,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,3,1,N,
6/3/2021,C101,Control,JMD,11.9,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,9,Y,"yellow flowers, cilantro leaves. Lomatium, changed from Apiacea to LOMAT"
6/3/2021,C101,Control,JMD,16,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,4,4,N,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,16.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,4,N,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,16.4,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,6,12,Y,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,17.7,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,5,N,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,19.2,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,5,N,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,19.2,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,4,Y,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,21.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,4,N,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,21.9,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,2,N,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,23.1,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,8,8,N,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,27.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,6,N,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,27.7,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,5,N,changed from Apiacea to LOMAT
6/3/2021,C101,Control,JMD,31,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,4,N,Most likely a Lomatium. Changed from APIA to LOMAT
6/3/2021,C101,Control,JMD,40.2,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,3,2,N,Most likely a Lomatium. Changed from APIA to LOMAT
6/3/2021,C101,Control,JMD,41.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,2,N,Most likely a Lomatium. Changed from APIA to LOMAT
6/3/2021,C101,Control,JMD,47.6,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,2,N,Most likely a Lomatium. Changed from APIA to LOMAT
6/3/2021,C101,Control,JMD,47.8,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,1,N,Most likely a Lomatium. Changed from APIA to LOMAT
6/3/2021,C101,Control,JMD,51.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,6,N,Most likely a Lomatium. Changed from APIA to LOMAT
6/3/2021,C101,Control,JMD,68.11,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,3,N,Most likely a Lomatium. Changed from APIA to LOMAT
6/3/2021,C101,Control,JMD,68.2,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,2,N,collected. Most likely a Lomatium. Changed from APIA to LOMAT
6/3/2021,C101,Control,JMD,28.2,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,11,6,Y,
6/3/2021,C101,Control,JMD,29.8,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,15,2,N,collected
6/3/2021,C101,Control,JMD,33.3,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,7,5,N,
6/3/2021,C101,Control,JMD,28.11,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,4,1,N,
6/3/2021,C101,Control,JMD,28.8,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,9,3,N,
6/3/2021,C101,Control,JMD,29.2,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,7,3,Y,
6/2/2021,C104,Control,JMD,46.7,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x3
6/2/2021,C104,Control,JMD,88.8,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,
6/2/2021,C104,Control,JMD,33-32,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x3
6/2/2021,C104,Control,JMD,34-35,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x50
6/2/2021,C104,Control,JMD,36-37,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x26
6/2/2021,C104,Control,JMD,41-39,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,2,1,N,x9
6/2/2021,C104,Control,JMD,42-41,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,2,1,N,x4
6/2/2021,C104,Control,JMD,42-44,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x8
6/2/2021,C104,Control,JMD,54-51,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x25
6/2/2021,C104,Control,JMD,56-54,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x22
6/2/2021,C104,Control,JMD,58-63,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x55
6/2/2021,C104,Control,JMD,58-63,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x50
6/2/2021,C104,Control,JMD,93-91.5,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x13
6/2/2021,C104,Control,JMD,93-91.5,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,2,1,N,
6/2/2021,C104,Control,JMD,95-93,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x20
6/2/2021,C104,Control,JMD,96.5-95.2,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,1,1,N,x6
6/2/2021,C104,Control,JMD,96.5-95.2,COPA3,SCROPHULARIACEAE,Collinsia,parviflora,Collinsia parviflora,2,1,N,x2
6/2/2021,C104,Control,JMD,1.1,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,1.2,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,1.5,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,2.1,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,2.1,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,2.6,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,34.9,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,37.5,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,44.8,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,45.4,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,46.8,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,47.1,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,49.5,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,51.3,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,51.6,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,69.11,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,76.4,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,x2. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,77.4,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,82,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,82.2,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,84.4,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,84.8,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,95,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,95.2,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,95.3,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,95.4,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,Y,x3. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,95.6,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,Plox? Collected. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,57-58,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,5,3,N,C104=PC10. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,57-58,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,x5. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,57-58,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,58-63,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,x7. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,58-63,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,x3. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,58-63,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,3,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,63-65,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,x3. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,67-68,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,x2. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,72-74.6,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,x2.Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,76.4-75.5,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,x2. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,93-91.5,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,x4. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,93-91.5,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,x9. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,93-91.5,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,3,1,N,Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,95-93,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,1,1,N,x11. Changed from PHLO to UnkPhlo
6/2/2021,C104,Control,JMD,95-93,CLRO5,PORTULACACEAE,Claytonia,rosea,Claytonia rosea,2,1,N,x6. Changed from PHLO to UnkPhlo
6/11/2021,C105,Control,JMD,25.4,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,4,1,Y,Erysimum capitatum. Changed from UnkOra to ERCA14
6/11/2021,C105,Control,JMD,34.4,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,6,1,Y,Erysimum capitatum. Changed from UnkOra to ERCA14
6/11/2021,C105,Control,JMD,73.8,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,5,1,N,Erysimum capitatum. Changed from UnkOra to ERCA14
6/11/2021,C105,Control,JMD,23.8,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,5,1,Y,Changed from CAPA to MELA3
6/11/2021,C105,Control,JMD,41.3,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,5,1,Y,Changed from CAPA to MELA3
6/11/2021,C105,Control,JMD,0-1,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,1,1,Y,Changed from CAPA to MELA3
6/11/2021,C105,Control,JMD,97.2,PACKE,ASTERACEAE,Packera,spp.,Packera spp.,2,2,Y,solidago? collected from trans. Packera. Changed from UnkSOL to PACKE
6/11/2021,C105,Control,JMD,62.4,PHBE2,BRASSICACEAE,Physaria,bellii,Physaria bellii,1,1,Y,Changed from Unkbrass2 to PHBE2
6/11/2021,C105,Control,JMD,20.9,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,5,3,N,Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,21,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,2,1,N,Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,46.8,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,2,1,N,Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,46.9,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,2,1,Y,Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,48.4,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,3,1,N,Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,48.5,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,2,1,N,Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,49.9,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,4,1,Y,Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,52.8,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,14,2,N,Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,62.9,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,1,1,N,Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,67.4,PHLO2,POLEMONIACEAE,Phlox,longifolia,Phlox longifolia,1,1,Y,Pink phlox --> long-leaf phlox? Collected. Phlox longifolia. Changed from PHHO to PHLO2
6/11/2021,C105,Control,JMD,34.1,SEIN2,ASTERACEAE,Senecio,integerrimus,Senecio integerrimus,5,1,Y,Identified 9/23. Changed from SOLID1
6/11/2021,C105,Control,JMD,40.2,SEIN2,ASTERACEAE,Senecio,integerrimus,Senecio integerrimus,7,1,Y,pretty sure this is a solidago. Collected. Identified 9/23. Changed from SOLID1
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,4,4,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,4,4,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,4,4,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,4,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23-10,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,4,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23.2,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,23.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,25.1,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,11,9,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,26.1,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,2,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,26.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,26.6,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,2,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,26.7,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,8,5,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,29.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,2,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,32.2,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,9,5,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,32.4,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,33.1,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,33.6,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,33.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,6,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,33.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,34,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,34.1,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,4,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,34.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,4,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/11/2021,C105,Control,JMD,34.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
