Date,Site,Habitat,Recorder,LineDistance,Code,Family,Genus,Species,Species2,NumBlooms,NumStems,PollenCollected (Y/N),Notes
6/8/2021,H05,Burned,JMD,26.9,ALAL3,BRASSICACEAE,Alyssum,alyssoides,Alyssum alyssoides,1,1,N,Alyssum alyssoides. Changed from UNKY to ALAL3
6/8/2021,H05,Burned,JMD,37.1,ALAL3,BRASSICACEAE,Alyssum,alyssoides,Alyssum alyssoides,1,1,N,Alyssum alyssoides. Changed from UNKY to ALAL3
6/8/2021,H05,Burned,JMD,37.9,ALAL3,BRASSICACEAE,Alyssum,alyssoides,Alyssum alyssoides,1,1,N,Alyssum alyssoides. Changed from UNKY to ALAL3
6/8/2021,H05,Burned,JMD,48.8,ALAL3,BRASSICACEAE,Alyssum,alyssoides,Alyssum alyssoides,1,1,N,Alyssum alyssoides. Changed from UNKY to ALAL3
6/8/2021,H05,Burned,JMD,48.9,ALAL3,BRASSICACEAE,Alyssum,alyssoides,Alyssum alyssoides,1,1,N,Alyssum alyssoides. Changed from UNKY to ALAL3
6/8/2021,H05,Burned,JMD,49.3,ALAL3,BRASSICACEAE,Alyssum,alyssoides,Alyssum alyssoides,1,1,N,Alyssum alyssoides. Changed from UNKY to ALAL3
6/8/2021,H05,Burned,JMD,96.3,ASTRA4,FABACEAE,Astragalus,spp.4,Astragalus spp.4,3,1,Y,"tiny, pink flowers. collected part of shrub"
6/8/2021,H05,Burned,JMD,20.3,DEOC,RANUNCULACEAE,Delphinium,occidentale,Delphinium occidentale,5,1,Y,Delphimium? Collected. Delphinium occidentale. Changed from DELPH to DEOC
6/8/2021,H05,Burned,JMD,49.9,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,3,1,Y,Changed from UnkOra to ERCA14
6/8/2021,H05,Burned,JMD,2.9,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,1,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/8/2021,H05,Burned,JMD,2.9,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,1,,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/8/2021,H05,Burned,JMD,24.7,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,1,Y,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/8/2021,H05,Burned,JMD,2.3,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,3,1,Y,Tree data collected in 2020. Changed from CAPA to MELA3
6/8/2021,H05,Burned,JMD,3,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,2,1,Y,Changed from CAPA to MELA3
6/8/2021,H05,Burned,JMD,3.8,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,4,1,,Changed from CAPA to MELA3
6/8/2021,H05,Burned,JMD,4.1,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,37,3,Y,Changed from CAPA to MELA3
6/8/2021,H05,Burned,JMD,4.3,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,3,1,,Changed from CAPA to MELA3
6/8/2021,H05,Burned,JMD,6,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,2,1,,Changed from CAPA to MELA3
6/8/2021,H05,Burned,JMD,7,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,4,1,,Changed from CAPA to MELA3
6/8/2021,H05,Burned,JMD,97.3,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,9,3,N,Changed from CAPA to MELA3
6/8/2021,H05,Burned,JMD,97.6,MELA3,BORAGINACEAE,Mertensia,lanceolata,Mertensia lanceolata,4,1,N,Changed from CAPA to MELA3
6/8/2021,H05,Burned,JMD,15.6,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,1,1,Y,
6/8/2021,H05,Burned,JMD,6.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,Y,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,62.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,Y,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,62.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,1,Y,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,63.1,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,2,1,Y,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,63.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,Y,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,64.5,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,64.8,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,65.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,66.1,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,66.2,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,4,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,66.4,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,10,9,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,66.4,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,2,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,66.6,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,67.2,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,2,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,67.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,67.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,7,4,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,67.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.1,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.2,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,8,4,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,7,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,5,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,3,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.3,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.5,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,6,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.6,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,5,3,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.6,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,2,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.7,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,2,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.7,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,4,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.8,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,5,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,68.9,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,2,2,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,69.1,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,7,5,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,69.6,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,12,10,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,90.5,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,91.6,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,5,4,N,Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,5.2,STLO,CARYOPHYLLACEAE,Stellaria,longifolia,Stellaria longifolia,1,1,Y,mouse-gar chick weed collected. Stellaria longifolia. Changed from MOUSE to STLO
6/8/2021,H05,Burned,JMD,12.5,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,Y,
6/8/2021,H05,Burned,JMD,14.7,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,Y,
6/8/2021,H05,Burned,JMD,44.2,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,Y,
6/8/2021,H05,Burned,JMD,44.2,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,2,2,Y,
6/8/2021,H05,Burned,JMD,47.2,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,N,
6/8/2021,H05,Burned,JMD,49.5,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,3,3,N,
6/8/2021,H05,Burned,JMD,50.1,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,N,
6/8/2021,H05,Burned,JMD,53.4,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,N,
6/8/2021,H05,Burned,JMD,55.6,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,N,
6/8/2021,H05,Burned,JMD,56.2,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,N,
6/8/2021,H05,Burned,JMD,17.2,PATR7,ASTERACEAE,Packera,tridenticulata,Packera tridenticulata,8,1,Y,goldenrod? collected
6/8/2021,H05,Burned,JMD,18.6,PATR7,ASTERACEAE,Packera,tridenticulata,Packera tridenticulata,3,1,Y,
6/8/2021,H06,Burned,JMD,20.7,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,1,Y,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/8/2021,H06,Burned,JMD,41.5,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,1,Y,*did not count COPA3. Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/8/2021,H06,Burned,JMD,45.9,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,3,2,Y,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/8/2021,H06,Burned,JMD,42.4,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,2,Y,"yellow flowers, pretty sure I have collected before, but I collected again in case. Changed from LOMAT? To LOMAT"
6/8/2021,H06,Burned,JMD,58.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,3,2,Y,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/8/2021,H06,Burned,JMD,1.2,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,3,4,Y,tree data collected in 2020
6/8/2021,H06,Burned,JMD,3,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,8,3,N,
6/8/2021,H06,Burned,JMD,3.1,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,2,1,N,
6/8/2021,H06,Burned,JMD,3.4,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,7,2,N,
6/8/2021,H06,Burned,JMD,4,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,1,1,N,
6/8/2021,H06,Burned,JMD,4.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,7,2,Y,
6/8/2021,H06,Burned,JMD,5,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,4,2,N,
6/8/2021,H06,Burned,JMD,5.6,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,2,1,Y,
6/8/2021,H06,Burned,JMD,6.1,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,5,2,N,
6/8/2021,H06,Burned,JMD,6.1,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,56,12,N,
6/8/2021,H06,Burned,JMD,6.7,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,9,3,N,
6/8/2021,H06,Burned,JMD,6.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,1,1,N,
6/8/2021,H06,Burned,JMD,7.4,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,2,1,N,
6/8/2021,H06,Burned,JMD,7.4,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,1,1,N,
6/8/2021,H06,Burned,JMD,7.5,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,16,5,N,
6/8/2021,H06,Burned,JMD,8.4,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,1,1,N,
6/8/2021,H06,Burned,JMD,8.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,8,2,N,
6/8/2021,H06,Burned,JMD,10.1,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,2,1,Y,
6/8/2021,H06,Burned,JMD,10.6,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,2,1,N,
6/8/2021,H06,Burned,JMD,11.2,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,12,3,N,
6/8/2021,H06,Burned,JMD,12.5,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,3,2,N,
6/8/2021,H06,Burned,JMD,13.1,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,21,5,N,
6/8/2021,H06,Burned,JMD,13.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,6,1,N,
6/8/2021,H06,Burned,JMD,16.5,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,4,1,N,
6/8/2021,H06,Burned,JMD,16.6,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,4,2,N,
6/8/2021,H06,Burned,JMD,17.3,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,21,7,N,
6/8/2021,H06,Burned,JMD,18.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,14,5,N,
6/8/2021,H06,Burned,JMD,18.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,15,5,Y,
6/8/2021,H06,Burned,JMD,22.6,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,4,1,N,
6/8/2021,H06,Burned,JMD,33.8,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,6,1,N,
6/8/2021,H06,Burned,JMD,41.5,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,17,5,N,
6/8/2021,H06,Burned,JMD,46.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,5,2,N,
6/8/2021,H06,Burned,JMD,49.6,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,8,2,N,
6/8/2021,H06,Burned,JMD,49.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,6,2,N,
6/8/2021,H06,Burned,JMD,52.2,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,1,1,N,
6/8/2021,H06,Burned,JMD,52.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,2,1,N,
6/8/2021,H06,Burned,JMD,58.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,14,6,N,
6/8/2021,H06,Burned,JMD,69.5,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,17,4,N,
6/8/2021,H06,Burned,JMD,70.2,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,13,5,N,
6/8/2021,H06,Burned,JMD,73.1,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,5,3,N,
6/8/2021,H06,Burned,JMD,89.9,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,6,1,N,*collected pollen off transect as well
6/8/2021,H06,Burned,JMD,2.1,PHBE2,BRASSICACEAE,Physaria,bellii,Physaria bellii,3,2,Y,Changed from Unkbrass2 to PHBE2
6/8/2021,H06,Burned,JMD,20.6,POTEN,ROSACEAE,Potentilla,spp.,Potentilla spp.,1,1,Y,
6/8/2021,H06,Burned,JMD,39.2,POTEN,ROSACEAE,Potentilla,spp.,Potentilla spp.,1,1,N,
6/8/2021,H06,Burned,JMD,46.9,POTEN,ROSACEAE,Potentilla,spp.,Potentilla spp.,2,1,Y,
6/8/2021,H06,Burned,JMD,47.1,POTEN,ROSACEAE,Potentilla,spp.,Potentilla spp.,1,1,Y,
6/8/2021,H06,Burned,JMD,19,LEPID,BRASSICACEAE,Lepidium,spp.,Lepidium spp.,3,1,Y,Looks like another brassica. collected. Identified 9/23. Changed from TinyWhite
6/7/2021,H09,Burned,JMD,27.6,ARCO9,ASTERACEAE,Arnica,cordifolia,Arnica cordifolia,1,1,Y,Armica cordifolia? collected
6/7/2021,H09,Burned,JMD,53.1,ARCO9,ASTERACEAE,Arnica,cordifolia,Arnica cordifolia,1,1,N,
6/7/2021,H09,Burned,JMD,53.4,ARCO9,ASTERACEAE,Arnica,cordifolia,Arnica cordifolia,1,1,Y,
6/7/2021,H09,Burned,JMD,10.4,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,1,1,N,Changed from UnkOra to ERCA14
6/7/2021,H09,Burned,JMD,98.4,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,1,1,Y,Changed from UnkOra to ERCA14
6/7/2021,H09,Burned,JMD,91.7,ERIGE2,ASTERACEAE,Erigeron,spp.,Erigeron spp.,4,4,Y,Erigeron - white flowers collected. Changed from ERIGE to ERIGE2
6/7/2021,H09,Burned,JMD,92.3,ERIGE2,ASTERACEAE,Erigeron,spp.,Erigeron spp.,8,8,Y,Changed from ERIGE to ERIGE2
6/7/2021,H09,Burned,JMD,93.7,ERIGE2,ASTERACEAE,Erigeron,spp.,Erigeron spp.,2,2,Y,Changed from ERIGE to ERIGE2
6/7/2021,H09,Burned,JMD,94.4,ERIGE2,ASTERACEAE,Erigeron,spp.,Erigeron spp.,3,3,Y,Changed from ERIGE to ERIGE2
6/7/2021,H09,Burned,JMD,94.5,ERIGE2,ASTERACEAE,Erigeron,spp.,Erigeron spp.,9,9,Y,Changed from ERIGE to ERIGE2
6/7/2021,H09,Burned,JMD,96.9,ERIGE2,ASTERACEAE,Erigeron,spp.,Erigeron spp.,5,5,N,Changed from ERIGE to ERIGE2
6/7/2021,H09,Burned,JMD,98.5,PENST,SCROPHULARIACEAE,Penstemon,spp.1,Penstemon spp.1,3,2,Y,Sticky - collected
6/7/2021,H09,Burned,JMD,2.7,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,Y,decided against counting COPA3
6/7/2021,H09,Burned,JMD,5.9,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,N,
6/7/2021,H09,Burned,JMD,14.4,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,N,
6/7/2021,H09,Burned,JMD,30.6,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,N,very small
6/7/2021,H09,Burned,JMD,30.7,TAOF,ASTERACEAE,Taraxacum,officinale,Taraxacum officinale,1,1,Y,
6/4/2021,H101,Burned,JMD,22.7,ASTRA,FABACEAE,Astragalus,spp.1,Astragalus spp.1,4,5,Y,
6/4/2021,H101,Burned,JMD,23.4,ASTRA,FABACEAE,Astragalus,spp.1,Astragalus spp.1,3,1,N,
6/4/2021,H101,Burned,JMD,62.01,ASTRA,FABACEAE,Astragalus,spp.1,Astragalus spp.1,6,4,Y,collected from transect
6/4/2021,H101,Burned,JMD,85.5,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,14,4,Y,"white flowers, tiny"
6/4/2021,H101,Burned,JMD,86.5,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,20,5,Y,
6/4/2021,H101,Burned,JMD,87.01,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,60,14,Y,
6/4/2021,H101,Burned,JMD,88.1,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,33,14,N,
6/4/2021,H101,Burned,JMD,88.9,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,66,8,N,
6/4/2021,H101,Burned,JMD,89.2,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,18,8,Y,
6/4/2021,H101,Burned,JMD,91.2,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,55,16,Y,collected half of shrub
6/4/2021,H101,Burned,JMD,92.3,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,6,1,N,
6/4/2021,H101,Burned,JMD,93.11,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,34,6,N,
6/4/2021,H101,Burned,JMD,95.8,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,8,9,N,
6/4/2021,H101,Burned,JMD,98.1,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,4,2,,
6/4/2021,H101,Burned,JMD,98.3,ASTRA2,FABACEAE,Astragalus,spp.2,Astragalus spp.2,34,5,N,
6/4/2021,H101,Burned,JMD,29.1,ASTRA3,FABACEAE,Astragalus,spp.3,Astragalus spp.3,23,3,Y,collected - pink flowers on a spike
6/4/2021,H101,Burned,JMD,32.11,ASTRA3,FABACEAE,Astragalus,spp.3,Astragalus spp.3,1,1,N,
6/4/2021,H101,Burned,JMD,33.2,ASTRA3,FABACEAE,Astragalus,spp.3,Astragalus spp.3,34,5,Y,
6/4/2021,H101,Burned,JMD,90,ASTRA3,FABACEAE,Astragalus,spp.3,Astragalus spp.3,3,3,Y,pink flower --> tall stem
6/4/2021,H101,Burned,JMD,55.01,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,11,1,N,Changed from UnkOra to ERCA14
6/4/2021,H101,Burned,JMD,62.8,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,8,1,Y,Changed from UnkOra to ERCA14
6/4/2021,H101,Burned,JMD,84.3,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,4,1,Y,Changed from UnkOra to ERCA14
6/4/2021,H101,Burned,JMD,89.4,ERCA14,BRASSICACEAE,Erysimum,capitatum,Erysimum capitatum,2,1,N,Changed from UnkOra to ERCA14
6/4/2021,H101,Burned,JMD,1.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,4,Y,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,3.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,3,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,9.9,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,4,3,Y,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,10.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,1,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,11.4,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,11,3,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,12.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,1,1,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,17.4,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,5,2,Y,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,23.1,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,1,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,24.3,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,2,1,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,35,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,3,2,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,44,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,3,2,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,49.9,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,3,2,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,50,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,7,4,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
6/4/2021,H101,Burned,JMD,57,LOMAT,APIACEAE,Lomatium,spp.,Lomatium spp.,5,4,N,Munsieon. Or Lomatium triternatum? Changed from MUNS to LOMAT for now
